Invoice ID,Branch,Region,Customer_type,Gender,Product_line,Unit price,Quantity,Tax_5%,Total,Date,Time,Payment,cogs,gross_income,Rating
437-58-8131,B,Ferozepur,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,01-15-2021,13:41,Paytm wallet,147.04,7.352,4.6
286-43-6208,C,Mohali,Normal,Female,Food and beverages,87.8,9,39.51,829.71,03-16-2021,19:08,Cash,790.2,39.51,9.2
641-43-2399,B,Ferozepur,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,01-26-2021,20:23,Paytm wallet,102.2,5.11,5.7
831-07-6050,A,Chandighar,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,03-19-2021,11:30,Credit card,163.55,8.1775,9.9
556-86-3144,C,Mohali,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,01-13-2021,19:30,Cash,74.29,3.7145,5
848-24-9445,C,Mohali,Member,Male,Health and beauty,43.7,2,4.37,91.77,03-26-2021,18:03,Cash,87.4,4.37,4.9
856-22-8149,A,Chandighar,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,03-23-2021,10:13,Paytm wallet,25.29,1.2645,6.1
699-01-4164,C,Mohali,Normal,Male,Health and beauty,41.5,4,8.3,174.3,03-12-2021,19:58,Credit card,166,8.3,8.2
420-11-4919,C,Mohali,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,02-17-2021,19:57,Credit card,356.95,17.8475,5.5
606-80-4905,C,Mohali,Member,Female,Sports and travel,19.15,6,5.745,120.645,01-29-2021,10:01,Credit card,114.9,5.745,6.8
542-41-0513,B,Ferozepur,Member,Female,Electronic accessories,57.49,4,11.498,241.458,03-15-2021,11:57,Cash,229.96,11.498,6.6
426-39-2418,C,Mohali,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,01-14-2021,10:02,Cash,429.87,21.4935,9.8
875-46-5808,B,Ferozepur,Member,Male,Health and beauty,25.9,10,12.95,271.95,02-06-2021,14:51,Paytm wallet,259,12.95,8.7
394-43-4238,B,Ferozepur,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,02-15-2021,12:42,Credit card,88.85,4.4425,5.4
749-24-1565,A,Chandighar,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,01-03-2021,12:02,Paytm wallet,207.27,10.3635,7.9
672-51-8681,C,Mohali,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,01-04-2021,18:19,Credit card,599.85,29.9925,9.7
263-87-5680,C,Mohali,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,03-18-2021,17:38,Paytm wallet,285.3,14.265,7.8
573-58-9734,B,Ferozepur,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,03-28-2021,13:41,Paytm wallet,91.11,4.5555,5.1
817-69-8206,B,Ferozepur,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,03-02-2021,19:42,Credit card,897.57,44.8785,6.5
888-02-0338,A,Chandighar,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,01-25-2021,20:24,Paytm wallet,236.07,11.8035,5.9
677-11-0152,C,Mohali,Normal,Female,Food and beverages,93.26,9,41.967,881.307,01-16-2021,18:08,Cash,839.34,41.967,8.8
142-63-6033,B,Ferozepur,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,03-20-2021,19:17,Paytm wallet,461.8,23.09,4.9
656-16-1063,B,Ferozepur,Normal,Male,Sports and travel,46.42,3,6.963,146.223,01-04-2021,13:24,Credit card,139.26,6.963,4.4
891-58-8335,B,Ferozepur,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,03-11-2021,15:53,Cash,207.27,10.3635,6.5
802-43-8934,A,Chandighar,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,03-22-2021,15:05,Credit card,18.28,0.914,8.3
560-30-5617,B,Ferozepur,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,03-24-2021,18:27,Cash,123.85,6.1925,8.5
319-74-2561,A,Chandighar,Member,Female,Electronic accessories,94.64,3,14.196,298.116,02-21-2021,16:55,Cash,283.92,14.196,5.5
549-03-9315,B,Ferozepur,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,02-12-2021,12:58,Paytm wallet,758.96,37.948,8.7
790-29-1172,B,Ferozepur,Normal,Female,Food and beverages,57.34,3,8.601,180.621,03-10-2021,18:59,Credit card,172.02,8.601,7.9
239-36-3640,B,Ferozepur,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,01-31-2021,13:44,Paytm wallet,272.1,13.605,6.1
468-01-2051,B,Ferozepur,Normal,Male,Food and beverages,62.08,7,21.728,456.288,03-06-2021,13:46,Paytm wallet,434.56,21.728,5.4
389-25-3394,C,Mohali,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,02-17-2021,18:06,Cash,59.05,2.9525,9.4
279-62-1445,C,Mohali,Member,Female,Fashion accessories,12.54,1,0.627,13.167,02-21-2021,12:38,Cash,12.54,0.627,8.2
213-72-6612,A,Chandighar,Normal,Male,Food and beverages,43.25,2,4.325,90.825,03-20-2021,15:56,Cash,86.5,4.325,6.2
746-68-6593,C,Mohali,Member,Female,Sports and travel,87.16,2,8.716,183.036,01-11-2021,14:29,Credit card,174.32,8.716,9.7
836-82-5858,B,Ferozepur,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,01-26-2021,19:14,Paytm wallet,624.33,31.2165,4
583-72-1480,C,Mohali,Member,Male,Electronic accessories,37.06,4,7.412,155.652,01-31-2021,16:24,Paytm wallet,148.24,7.412,9.7
466-61-5506,B,Ferozepur,Member,Female,Electronic accessories,90.7,6,27.21,571.41,02-26-2021,10:52,Cash,544.2,27.21,5.3
721-86-6247,A,Chandighar,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,03-11-2021,12:55,Paytm wallet,507.36,25.368,7.4
289-65-5721,B,Ferozepur,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,01-26-2021,19:28,Cash,162.74,8.137,6.5
545-46-3100,B,Ferozepur,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,03-12-2021,13:52,Credit card,31.77,1.5885,8.7
418-02-5978,B,Ferozepur,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,02-11-2021,10:54,Cash,756.81,37.8405,8
269-04-5750,B,Ferozepur,Member,Male,Fashion accessories,73.82,4,14.764,310.044,02-21-2021,18:31,Cash,295.28,14.764,6.7
157-13-5295,A,Chandighar,Member,Male,Health and beauty,51.94,10,25.97,545.37,03-09-2021,18:24,Paytm wallet,519.4,25.97,6.5
645-78-8093,A,Chandighar,Normal,Female,Sports and travel,93.14,2,9.314,195.594,01-20-2021,18:09,Paytm wallet,186.28,9.314,4.1
211-30-9270,C,Mohali,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,01-28-2021,15:16,Credit card,87.05,4.3525,4.9
755-12-3214,C,Mohali,Member,Female,Fashion accessories,44.22,5,11.055,232.155,03-05-2021,17:07,Credit card,221.1,11.055,8.6
346-84-3103,B,Ferozepur,Member,Female,Electronic accessories,13.22,5,3.305,69.405,03-02-2021,19:26,Cash,66.1,3.305,4.3
478-06-7835,A,Chandighar,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,01-11-2021,11:20,Paytm wallet,89.69,4.4845,4.9
540-11-4336,A,Chandighar,Normal,Male,Food and beverages,24.94,9,11.223,235.683,01-11-2021,16:49,Credit card,224.46,11.223,5.6
448-81-5016,A,Chandighar,Normal,Male,Health and beauty,59.77,2,5.977,125.517,03-11-2021,12:01,Credit card,119.54,5.977,5.8
142-72-4741,C,Mohali,Member,Male,Fashion accessories,93.2,2,9.32,195.72,02-28-2021,18:37,Credit card,186.4,9.32,6
217-58-1179,A,Chandighar,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,01-05-2021,11:25,Cash,250.6,12.53,4.2
376-02-8238,B,Ferozepur,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,02-02-2021,18:42,Credit card,750.96,37.548,8.3
530-90-9855,A,Chandighar,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,01-01-2021,14:47,Cash,380.72,19.036,5.7
866-05-7563,B,Ferozepur,Member,Female,Electronic accessories,81.4,3,12.21,256.41,02-09-2021,19:43,Cash,244.2,12.21,4.8
604-70-6476,A,Chandighar,Member,Male,Fashion accessories,17.94,5,4.485,94.185,01-23-2021,14:04,Paytm wallet,89.7,4.485,6.8
799-71-1548,A,Chandighar,Member,Male,Electronic accessories,77.72,4,15.544,326.424,01-07-2021,16:11,Credit card,310.88,15.544,8.8
785-13-7708,B,Ferozepur,Normal,Male,Food and beverages,73.06,7,25.571,536.991,01-14-2021,19:06,Credit card,511.42,25.571,4.2
845-51-0542,B,Ferozepur,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,02-02-2021,15:34,Paytm wallet,418.95,20.9475,6.4
662-47-5456,C,Mohali,Member,Male,Fashion accessories,35.19,10,17.595,369.495,03-17-2021,19:06,Credit card,351.9,17.595,8.4
883-17-4236,C,Mohali,Normal,Female,Sports and travel,14.39,2,1.439,30.219,03-02-2021,19:44,Credit card,28.78,1.439,7.2
290-68-2984,A,Chandighar,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,03-16-2021,11:22,Cash,95,4.75,5.2
704-11-6354,A,Chandighar,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,01-06-2021,11:23,Cash,471.2,23.56,8.9
110-48-7033,B,Ferozepur,Member,Male,Fashion accessories,32.62,4,6.524,137.004,01-29-2021,14:12,Cash,130.48,6.524,9
366-93-0948,A,Chandighar,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,01-31-2021,10:46,Credit card,66.35,3.3175,9.7
729-09-9681,A,Chandighar,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,02-05-2021,10:16,Paytm wallet,155.46,7.773,8.7
151-16-1484,A,Chandighar,Member,Male,Electronic accessories,32.25,4,6.45,135.45,02-13-2021,12:38,Paytm wallet,129,6.45,6.5
380-94-4661,C,Mohali,Member,Male,Electronic accessories,65.94,4,13.188,276.948,02-07-2021,13:05,Credit card,263.76,13.188,6.9
850-41-9669,A,Chandighar,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,03-19-2021,13:25,Paytm wallet,675.54,33.777,6.2
821-07-3596,C,Mohali,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,03-07-2021,14:53,Paytm wallet,65.8,3.29,5.6
655-85-5130,B,Ferozepur,Member,Female,Fashion accessories,38.3,4,7.66,160.86,03-13-2021,19:22,Cash,153.2,7.66,5.7
447-15-7839,A,Chandighar,Member,Female,Sports and travel,22.24,10,11.12,233.52,02-09-2021,11:00,Cash,222.4,11.12,4.2
154-74-7179,B,Ferozepur,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,02-26-2021,19:24,Paytm wallet,54.45,2.7225,7.9
253-12-6086,A,Chandighar,Member,Female,Sports and travel,98.4,7,34.44,723.24,03-12-2021,12:43,Credit card,688.8,34.44,8.7
808-65-0703,C,Mohali,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,03-14-2021,17:22,Credit card,141.88,7.094,6.9
571-94-0759,B,Ferozepur,Member,Female,Food and beverages,74.6,10,37.3,783.3,01-08-2021,20:55,Cash,746,37.3,9.5
144-51-6085,A,Chandighar,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,01-05-2021,16:05,Credit card,282.96,14.148,4.4
731-14-2199,A,Chandighar,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,01-04-2021,13:34,Paytm wallet,355.4,17.77,7
783-09-1637,B,Ferozepur,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,03-06-2021,18:13,Paytm wallet,337.15,16.8575,6.3
687-15-1097,C,Mohali,Member,Female,Health and beauty,21.12,2,2.112,44.352,01-03-2021,19:17,Cash,42.24,2.112,9.7
126-54-1082,A,Chandighar,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,01-07-2021,11:44,Credit card,193.86,9.693,8.8
633-91-1052,A,Chandighar,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,01-27-2021,15:51,Cash,24.06,1.203,5.1
477-24-6490,B,Ferozepur,Normal,Female,Health and beauty,99.71,6,29.913,628.173,02-26-2021,16:52,Paytm wallet,598.26,29.913,7.9
566-19-5475,B,Ferozepur,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,01-07-2021,20:52,Cash,335.79,16.7895,6.2
526-86-8552,C,Mohali,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,01-07-2021,17:36,Cash,218.2,10.91,7.1
376-56-3573,C,Mohali,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,02-02-2021,13:23,Paytm wallet,381.68,19.084,6.4
537-72-0426,C,Mohali,Member,Male,Fashion accessories,70.99,10,35.495,745.395,03-20-2021,16:28,Cash,709.9,35.495,5.7
828-61-5674,A,Chandighar,Member,Male,Sports and travel,44.02,10,22.01,462.21,03-20-2021,19:57,Credit card,440.2,22.01,9.6
136-08-6195,A,Chandighar,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,02-15-2021,17:01,Credit card,559.68,27.984,6.4
523-38-0215,C,Mohali,Normal,Male,Home and lifestyle,37,1,1.85,38.85,03-06-2021,13:29,Credit card,37,1.85,7.9
490-29-1201,A,Chandighar,Normal,Female,Sports and travel,15.34,1,0.767,16.107,01-06-2021,11:09,Cash,15.34,0.767,6.5
667-92-0055,A,Chandighar,Member,Male,Health and beauty,99.83,6,29.949,628.929,03-04-2021,15:02,Paytm wallet,598.98,29.949,8.5
565-17-3836,A,Chandighar,Member,Female,Health and beauty,47.67,4,9.534,200.214,03-12-2021,14:21,Cash,190.68,9.534,9.1
498-41-1961,B,Ferozepur,Normal,Male,Health and beauty,66.68,5,16.67,350.07,02-20-2021,18:01,Cash,333.4,16.67,7.6
593-95-4461,C,Mohali,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,03-24-2021,14:49,Cash,74.86,3.743,6.9
226-71-3580,C,Mohali,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,01-31-2021,12:02,Cash,213.75,10.6875,9.5
283-79-9594,B,Ferozepur,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,01-25-2021,13:30,Credit card,339.57,16.9785,5.2
430-60-3493,A,Chandighar,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,02-03-2021,14:38,Cash,664.16,33.208,4.2
139-20-0155,B,Ferozepur,Member,Male,Electronic accessories,40.3,10,20.15,423.15,01-24-2021,17:37,Credit card,403,20.15,7
558-80-4082,C,Mohali,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,03-14-2021,17:20,Paytm wallet,194.95,9.7475,6
278-97-7759,A,Chandighar,Member,Female,Electronic accessories,62.48,1,3.124,65.604,02-18-2021,20:29,Cash,62.48,3.124,4.7
316-68-6352,A,Chandighar,Member,Female,Food and beverages,36.36,2,3.636,76.356,01-21-2021,10:00,Cash,72.72,3.636,7.1
585-03-5943,B,Ferozepur,Normal,Male,Health and beauty,18.11,10,9.055,190.155,03-13-2021,11:46,Paytm wallet,181.1,9.055,5.9
211-05-0490,C,Mohali,Member,Female,Electronic accessories,51.92,5,12.98,272.58,03-03-2021,13:42,Cash,259.6,12.98,7.5
727-75-6477,C,Mohali,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,03-29-2021,14:44,Cash,115.36,5.768,6.4
744-02-5987,A,Chandighar,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,01-10-2021,14:16,Paytm wallet,470.28,23.514,5.8
307-83-9164,A,Chandighar,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,01-25-2021,15:54,Cash,240.04,12.002,4.5
779-06-0012,C,Mohali,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,01-19-2021,10:21,Cash,88.61,4.4305,7.7
446-47-6729,C,Mohali,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,01-02-2021,18:09,Credit card,199.64,9.982,6.7
573-10-3877,B,Ferozepur,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,03-12-2021,16:46,Credit card,39.01,1.9505,4.7
735-06-4124,C,Mohali,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,02-25-2021,15:31,Cash,48.61,2.4305,4.4
439-54-7422,A,Chandighar,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,03-18-2021,17:15,Credit card,204.76,10.238,4.7
396-90-2219,B,Ferozepur,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,02-23-2021,12:29,Cash,119.68,5.984,8.6
411-77-0180,A,Chandighar,Member,Male,Electronic accessories,72.2,7,25.27,530.67,03-26-2021,20:14,Paytm wallet,505.4,25.27,4.3
286-01-5402,A,Chandighar,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,03-30-2021,13:22,Cash,281.61,14.0805,9.6
803-17-8013,A,Chandighar,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,02-17-2021,17:09,Cash,710.32,35.516,4.1
512-98-1403,A,Chandighar,Member,Female,Electronic accessories,26.48,3,3.972,83.412,03-21-2021,10:40,Paytm wallet,79.44,3.972,4.7
848-42-2560,A,Chandighar,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,03-05-2021,17:43,Cash,163.82,8.191,7.8
532-59-7201,B,Ferozepur,Member,Male,Sports and travel,79.93,6,23.979,503.559,01-31-2021,14:04,Cash,479.58,23.979,5.5
181-94-6432,C,Mohali,Member,Male,Fashion accessories,69.33,2,6.933,145.593,02-05-2021,19:05,Paytm wallet,138.66,6.933,9.7
870-76-1733,A,Chandighar,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,02-01-2021,10:08,Credit card,71.15,3.5575,4.4
423-64-4619,A,Chandighar,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,03-07-2021,13:12,Cash,139.95,6.9975,5
227-07-4446,C,Mohali,Member,Female,Electronic accessories,78.13,10,39.065,820.365,02-10-2021,20:51,Cash,781.3,39.065,4.4
174-36-3675,C,Mohali,Member,Male,Food and beverages,99.37,2,9.937,208.677,02-14-2021,17:29,Cash,198.74,9.937,5.2
428-83-5800,C,Mohali,Member,Female,Food and beverages,21.08,3,3.162,66.402,02-09-2021,10:25,Cash,63.24,3.162,7.3
603-07-0961,C,Mohali,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,01-10-2021,11:34,Cash,373.95,18.6975,4.9
704-20-4138,C,Mohali,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,03-11-2021,18:58,Credit card,207.69,10.3845,8.1
787-15-1757,C,Mohali,Member,Male,Health and beauty,44.07,4,8.814,185.094,02-18-2021,16:28,Paytm wallet,176.28,8.814,8.4
649-11-3678,C,Mohali,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,02-26-2021,20:26,Cash,206.37,10.3185,5.5
622-20-1945,C,Mohali,Normal,Female,Health and beauty,39.42,1,1.971,41.391,01-18-2021,15:08,Cash,39.42,1.971,8.4
372-94-8041,A,Chandighar,Normal,Male,Health and beauty,15.26,6,4.578,96.138,02-15-2021,18:03,Paytm wallet,91.56,4.578,9.8
563-91-7120,A,Chandighar,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,03-08-2021,13:21,Cash,308.85,15.4425,6.7
746-54-5508,A,Chandighar,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,01-17-2021,12:48,Credit card,129.12,6.456,9.4
276-54-0879,B,Ferozepur,Normal,Male,Sports and travel,97.74,4,19.548,410.508,03-12-2021,19:53,Paytm wallet,390.96,19.548,6.4
815-11-1168,A,Chandighar,Member,Male,Food and beverages,99.78,5,24.945,523.845,03-09-2021,19:09,Cash,498.9,24.945,5.4
719-76-3868,C,Mohali,Member,Male,Food and beverages,94.26,4,18.852,395.892,03-12-2021,16:30,Cash,377.04,18.852,8.6
730-61-8757,B,Ferozepur,Member,Male,Health and beauty,51.13,4,10.226,214.746,01-25-2021,10:11,Credit card,204.52,10.226,4
340-66-0321,A,Chandighar,Member,Male,Electronic accessories,36.36,4,7.272,152.712,03-25-2021,13:07,Cash,145.44,7.272,7.6
868-81-1752,B,Ferozepur,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,02-07-2021,18:48,Cash,198.18,9.909,6.8
634-97-8956,A,Chandighar,Normal,Male,Food and beverages,32.9,3,4.935,103.635,02-17-2021,17:27,Credit card,98.7,4.935,9.1
566-71-1091,A,Chandighar,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,02-03-2021,15:59,Cash,385.1,19.255,5.5
442-48-3607,A,Chandighar,Member,Male,Food and beverages,23.48,2,2.348,49.308,03-14-2021,11:21,Credit card,46.96,2.348,7.9
835-16-0096,C,Mohali,Member,Male,Sports and travel,14.7,5,3.675,77.175,03-24-2021,13:48,Paytm wallet,73.5,3.675,8.5
527-09-6272,A,Chandighar,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,03-21-2021,10:17,Credit card,142.25,7.1125,9.1
898-04-2717,A,Chandighar,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,03-19-2021,15:49,Paytm wallet,687.6,34.38,7.5
692-27-8933,B,Ferozepur,Normal,Female,Sports and travel,57.95,6,17.385,365.085,02-24-2021,13:02,Cash,347.7,17.385,5.2
633-09-3463,C,Mohali,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,03-28-2021,12:58,Credit card,142.95,7.1475,9.5
374-17-3652,B,Ferozepur,Member,Female,Food and beverages,42.82,9,19.269,404.649,02-05-2021,15:26,Credit card,385.38,19.269,8.9
378-07-7001,B,Ferozepur,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,02-10-2021,18:23,Credit card,144.27,7.2135,7.8
433-75-6987,B,Ferozepur,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,03-05-2021,19:06,Paytm wallet,391.79,19.5895,8.9
873-95-4984,B,Ferozepur,Member,Female,Health and beauty,76.9,7,26.915,565.215,02-15-2021,20:21,Cash,538.3,26.915,7.7
416-13-5917,C,Mohali,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,01-30-2021,16:24,Paytm wallet,485.15,24.2575,9.3
150-89-8043,A,Chandighar,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,02-14-2021,15:04,Cash,133.95,6.6975,6.2
135-84-8019,A,Chandighar,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,02-27-2021,16:10,Paytm wallet,701.37,35.0685,7.6
441-94-7118,A,Chandighar,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,02-04-2021,12:14,Cash,71.95,3.5975,7.3
725-96-3778,C,Mohali,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,01-20-2021,10:13,Cash,714,35.7,4.7
531-80-1784,A,Chandighar,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,03-28-2021,17:38,Cash,182.14,9.107,5.1
400-45-1220,B,Ferozepur,Normal,Female,Health and beauty,13.5,10,6.75,141.75,02-27-2021,11:06,Credit card,135,6.75,4.8
860-79-0874,C,Mohali,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,02-15-2021,14:53,Credit card,993,49.65,6.6
834-61-8124,A,Chandighar,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,01-26-2021,18:22,Cash,361.83,18.0915,5.5
115-99-4379,B,Ferozepur,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,03-14-2021,19:02,Credit card,383.11,19.1555,8.5
565-67-6697,B,Ferozepur,Member,Male,Home and lifestyle,27,9,12.15,255.15,03-02-2021,14:16,Cash,243,12.15,4.8
320-49-6392,C,Mohali,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,03-04-2021,15:44,Cash,30.24,1.512,8.4
889-04-9723,B,Ferozepur,Member,Female,Food and beverages,89.14,4,17.828,374.388,01-07-2021,12:20,Credit card,356.56,17.828,7.8
632-90-0281,C,Mohali,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,03-08-2021,20:01,Credit card,375.5,18.775,9.3
554-42-2417,C,Mohali,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,01-09-2021,13:45,Cash,954.4,47.72,5.2
453-63-6187,B,Ferozepur,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,03-01-2021,15:40,Paytm wallet,82.5,4.125,6.5
578-80-7669,B,Ferozepur,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,03-16-2021,16:58,Cash,74.97,3.7485,5.6
612-36-5536,A,Chandighar,Member,Male,Food and beverages,80.96,8,32.384,680.064,02-17-2021,11:12,Credit card,647.68,32.384,7.4
605-72-4132,C,Mohali,Normal,Female,Food and beverages,94.47,8,37.788,793.548,02-27-2021,15:12,Cash,755.76,37.788,9.1
471-41-2823,C,Mohali,Normal,Male,Food and beverages,99.79,2,9.979,209.559,03-07-2021,20:37,Paytm wallet,199.58,9.979,8
462-67-9126,A,Chandighar,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,01-21-2021,17:44,Cash,439.32,21.966,7.2
272-27-9238,C,Mohali,Normal,Female,Food and beverages,41.24,4,8.248,173.208,02-19-2021,16:23,Cash,164.96,8.248,7.1
834-25-9262,C,Mohali,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,01-06-2021,12:12,Cash,326.72,16.336,9.1
122-61-9553,C,Mohali,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,03-14-2021,19:33,Cash,461.88,23.094,5.6
468-88-0009,A,Chandighar,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,03-24-2021,10:29,Cash,263.76,13.188,6
613-59-9758,C,Mohali,Normal,Female,Sports and travel,14.36,10,7.18,150.78,01-27-2021,14:28,Cash,143.6,7.18,5.4
254-31-0042,A,Chandighar,Member,Male,Electronic accessories,21.5,9,9.675,203.175,03-06-2021,12:46,Credit card,193.5,9.675,7.8
201-86-2184,B,Ferozepur,Member,Female,Electronic accessories,26.26,7,9.191,193.011,02-02-2021,19:40,Cash,183.82,9.191,9.9
261-12-8671,B,Ferozepur,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,01-25-2021,19:39,Credit card,121.92,6.096,4.9
730-70-9830,C,Mohali,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,03-14-2021,17:54,Paytm wallet,420.66,21.033,5.2
382-25-8917,C,Mohali,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,01-29-2021,12:25,Cash,252.48,12.624,8.9
422-29-8786,A,Chandighar,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,01-03-2021,16:47,Credit card,335.45,16.7725,9.1
667-23-5919,A,Chandighar,Member,Female,Fashion accessories,96.7,5,24.175,507.675,01-14-2021,12:52,Paytm wallet,483.5,24.175,7
843-01-4703,B,Ferozepur,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,01-05-2021,19:50,Credit card,318.42,15.921,9.6
743-88-1662,C,Mohali,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,02-22-2021,18:17,Paytm wallet,668.43,33.4215,8.7
595-86-2894,C,Mohali,Member,Male,Fashion accessories,96.98,4,19.396,407.316,02-06-2021,17:20,Paytm wallet,387.92,19.396,9.4
182-69-8360,B,Ferozepur,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,01-30-2021,13:32,Credit card,94.6,4.73,4
289-15-7034,A,Chandighar,Member,Male,Sports and travel,82.33,4,16.466,345.786,01-11-2021,10:37,Credit card,329.32,16.466,7.5
462-78-5240,C,Mohali,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,03-19-2021,14:35,Cash,53.22,2.661,4.2
868-52-7573,B,Ferozepur,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,01-14-2021,12:09,Cash,498.45,24.9225,9.9
153-58-4872,C,Mohali,Member,Female,Food and beverages,74.89,4,14.978,314.538,03-01-2021,15:32,Paytm wallet,299.56,14.978,4.2
